circ_mv,turnover,amount,first_seal_minutes,is_early_seal,open_times,date,symbol,is_limit_up,label
8556340224.0,7.47823,625062016.0,640,0,1,20260106,000008,1,0
19589799936.0,0.960626,183000000.0,596,1,0,20260129,000029,1,0
13930500096.0,1.54229,208100992.0,658,0,2,20260120,000031,1,0
15987900416.0,2.12066,328628000.0,581,1,1,20260129,000031,1,0
8645099520.0,7.0749,591313984.0,587,1,2,20260121,000036,1,1
9513820160.0,4.39053,412686016.0,571,1,3,20260122,000036,1,0
6233780224.0,6.27027,383140000.0,588,1,0,20260121,000045,1,0
8853369856.0,3.30891,285246016.0,596,1,0,20260120,000048,1,1
9737650176.0,5.43788,524076000.0,571,1,3,20260121,000048,1,0
53609299968.0,3.87601,2055699968.0,577,1,0,20260112,000066,1,0
57479999488.0,4.42062,2501009920.0,573,1,0,20260121,000066,1,0
10715899904.0,10.6229,1087840000.0,630,0,1,20260113,000078,1,1
11792700416.0,26.9274,3014640128.0,886,0,0,20260114,000078,1,0
11031100416.0,10.8162,1120450048.0,787,0,0,20260126,000078,1,0
3061890048.0,6.34374,189548992.0,576,1,0,20260108,000159,1,0
3590629888.0,15.0601,520436992.0,787,0,0,20260123,000159,1,0
32779100160.0,12.3225,3976260096.0,594,1,1,20260119,000400,1,0
4659160064.0,14.6548,665404032.0,602,0,0,20260122,000407,1,0
7667850240.0,4.06699,310835008.0,570,1,0,20260114,000409,1,0
7174839808.0,12.4476,859985984.0,783,0,0,20260120,000417,1,0
69517000704.0,6.0724,4089779968.0,869,0,1,20260105,000426,1,0
113026998272.0,4.46092,5017990144.0,573,1,21,20260126,000426,1,0
10330488260.0,2.904199123,296946656.0,573,1,0,20260109,000503,1,1
10330500096.0,2.9042,296947008.0,573,1,0,20260109,000503,1,1
11368399872.0,10.468,1173779968.0,565,1,2,20260112,000503,1,0
14829500416.0,7.14152,1029710016.0,810,0,2,20260119,000506,1,0
17949499392.0,11.1184,1914240000.0,663,0,13,20260121,000506,1,0
19899600896.0,9.15158,1785760000.0,613,0,19,20260126,000506,1,1
21886699520.0,14.2638,3024590080.0,598,1,10,20260127,000506,1,1
24078200832.0,7.6738,1821240064.0,584,1,1,20260128,000506,1,1
26483200000.0,17.9267,4610039808.0,565,1,9,20260129,000506,1,0
8092910080.0,12.2091,952894976.0,673,0,0,20260106,000510,1,0
10913899520.0,14.5704,1518780032.0,804,0,3,20260121,000510,1,0
10406899712.0,2.62036,267452992.0,582,1,0,20260105,000516,1,1
11443200000.0,2.1555,246658000.0,565,1,0,20260106,000516,1,0
12413299712.0,7.1704,854008000.0,605,0,0,20260113,000516,1,1
13648100352.0,20.2416,2722240000.0,579,1,20,20260114,000516,1,0
5618679808.0,9.38435,508897984.0,664,0,1,20260120,000523,1,0
5943410606.0,11.30027771,648125040.0,807,0,0,20260109,000532,1,0
5943410176.0,11.3003,648124992.0,807,0,0,20260109,000532,1,0
12569299968.0,5.32292,646054976.0,800,0,0,20260119,000534,1,0
3074459904.0,8.52147,255583008.0,591,1,0,20260106,000545,1,0
3238490112.0,33.0128,1012259968.0,793,0,7,20260129,000554,1,0
7512269824.0,15.0497,1094880000.0,622,0,1,20260129,000560,1,0
9420609536.0,11.4672,1048419968.0,648,0,0,20260123,000561,1,0
3815610112.0,13.0319,479416992.0,658,0,0,20260123,000565,1,0
182527000576.0,2.65005,4658939904.0,844,0,0,20260129,000568,1,0
3069880064.0,16.0627,487259008.0,619,0,2,20260128,000573,1,0
19853099008.0,10.2609,1994339968.0,688,0,11,20260114,000591,1,0
22325000192.0,5.32962,1162419968.0,582,1,0,20260123,000591,1,0
20644700160.0,14.4971,2883689984.0,630,0,1,20260123,000592,1,0
20453199872.0,13.8003,2726240000.0,608,0,0,20260127,000592,1,0
5158569984.0,9.54399,478731008.0,659,0,1,20260112,000593,1,1
5674789888.0,8.60246,487972992.0,565,1,1,20260113,000593,1,1
6241189888.0,20.3314,1239110016.0,616,0,5,20260114,000593,1,0
5771579904.0,4.98277,275999008.0,590,1,0,20260123,000593,1,1
6348740096.0,12.8141,785745984.0,811,0,0,20260126,000593,1,0
56623800320.0,2.94037,1601250048.0,866,0,2,20260129,000596,1,0
5504860160.0,4.6672,252040992.0,580,1,0,20260128,000599,1,0
34335899648.0,5.9496,2001129984.0,799,0,5,20260123,000603,1,1
37769498624.0,2.14339,808481024.0,570,1,0,20260126,000603,1,0
44856700928.0,10.3617,4431009792.0,870,0,2,20260128,000603,1,0
4460570112.0,13.8044,607288000.0,587,1,4,20260123,000607,1,0
4672979968.0,4.96158,227310000.0,575,1,0,20260129,000607,1,0
15857800192.0,10.8501,1668519936.0,787,0,16,20260112,000612,1,0
14155400192.0,7.56361,1066289984.0,570,1,1,20260106,000620,1,1
15556899840.0,1.53394,238634000.0,565,1,0,20260107,000620,1,0
15697099776.0,12.5261,1894029952.0,805,0,0,20260116,000620,1,0
17378899968.0,1.78725,310604992.0,565,1,0,20260128,000620,1,0
9759949824.0,8.32358,795609984.0,587,1,2,20260108,000628,1,0
32794900480.0,4.2172,1352729984.0,621,0,0,20260106,000629,1,0
39390998528.0,2.60409,1006080000.0,579,1,0,20260126,000629,1,0
76441100288.0,7.78577,5756810240.0,795,0,14,20260123,000630,1,1
84129701888.0,10.0169,8256640000.0,619,0,4,20260126,000630,1,0
93044097024.0,10.0536,8998920192.0,671,0,0,20260128,000630,1,1
102403997696.0,14.3259,14140099584.0,781,0,1,20260129,000630,1,0
3003599872.0,5.20669,153282000.0,588,1,0,20260107,000635,1,0
60213198848.0,7.31501,4289920000.0,661,0,3,20260121,000657,1,0
71876198400.0,6.90185,4833630208.0,652,0,2,20260126,000657,1,0
6338509824.0,5.99613,357011008.0,891,0,0,20260127,000659,1,0
6985829888.0,0.55626,38859400.0,565,1,0,20260120,000670,1,1
7684420096.0,0.543765,41785200.0,565,1,0,20260121,000670,1,1
8456970240.0,1.87423,158503008.0,565,1,0,20260122,000670,1,0
19354699776.0,1.87787,363456000.0,565,1,0,20260112,000681,1,1
21288800256.0,19.9023,4219470080.0,565,1,9,20260113,000681,1,0
23743600640.0,36.2206,8318750208.0,582,1,3,20260115,000681,1,0
33087000576.0,3.42251,1102279936.0,630,0,0,20260121,000688,1,0
3140849920.0,18.2997,566979008.0,570,1,3,20260106,000695,1,0
14146599936.0,8.7482,1181149952.0,666,0,0,20260121,000700,1,0
4761710080.0,11.7746,545137024.0,600,1,0,20260113,000710,1,0
4573770240.0,6.10638,275000992.0,589,1,0,20260116,000720,1,1
5026129920.0,14.8543,713260992.0,880,0,0,20260119,000720,1,0
35614900224.0,11.5573,3972979968.0,684,0,13,20260128,000737,1,1
39176400896.0,14.4926,5375329792.0,672,0,0,20260129,000737,1,0
30959400960.0,4.44499,1321580032.0,787,0,0,20260119,000738,1,0
34628800512.0,7.92973,2665700096.0,798,0,2,20260127,000738,1,0
8064450048.0,15.0861,1177260032.0,641,0,1,20260123,000751,1,1
8868070400.0,22.8399,2004070016.0,604,0,3,20260126,000751,1,0
10024200192.0,17.1834,1655170048.0,606,0,2,20260128,000751,1,0
17785499648.0,12.938,2226070016.0,640,0,9,20260128,000758,1,0
26922600448.0,4.8507,1297200000.0,576,1,14,20260112,000766,1,0
78967201792.0,4.44506,3381750016.0,859,0,1,20260106,000768,1,0
19344099328.0,3.875,730985024.0,628,0,2,20260112,000785,1,1
21290299392.0,6.79286,1398880000.0,621,0,0,20260113,000785,1,0
163931996160.0,3.08468,5004939776.0,644,0,1,20260105,000792,1,0
4316870144.0,16.0166,668430976.0,811,0,0,20260107,000798,1,0
4225410048.0,14.2631,588166976.0,633,0,0,20260130,000798,1,0
18470600704.0,9.08005,1619629952.0,814,0,3,20260129,000799,1,0
4142690048.0,7.67408,316315008.0,573,1,0,20260112,000803,1,0
4276029952.0,6.2212,254746000.0,638,0,0,20260119,000803,1,0
125990002688.0,3.3128,4023739904.0,780,0,13,20260128,000807,1,0
8743489536.0,2.315,202356992.0,570,1,0,20260129,000813,1,0
9156610048.0,8.16964,716412032.0,864,0,0,20260126,000815,1,0
9928359936.0,8.32961,826364992.0,565,1,1,20260128,000815,1,0
11641900032.0,3.58278,410078016.0,591,1,1,20260122,000839,1,0
429948010496.0,2.54185,10450899968.0,884,0,0,20260129,000858,1,0
