circ_mv,turnover,amount,first_seal_minutes,is_early_seal,open_times,date,symbol,is_limit_up,label
23743609483.73,36.22057342529297,8318754816,582,1,3,20260115,000681,1,0
9255706065.76,6.992919445037842,621592992,845,0,0,20260115,001212,1,0
3566300640.0,7.214995384216309,248993589,572,1,2,20260115,001255,1,0
833437500.0,40.66048049926758,337010768,574,1,8,20260115,001260,1,0
9992115840.0,7.657992362976074,736313904,608,0,0,20260115,001337,1,0
3783424790.1,8.830499649047852,321050912,646,0,0,20260115,001376,1,0
73640808475.08,1.41697895526886,1043474784,565,1,0,20260115,002049,1,0
5542982482.5,53.863765716552734,2939843664,570,1,7,20260115,002112,1,0
3282416853.4500003,14.08761501312256,448755904,625,0,3,20260115,002114,1,0
7453140240.0,13.793758392333984,985314304,804,0,0,20260115,002119,1,0
34083559944.780003,14.351198196411133,4784096512,618,0,0,20260115,002130,1,0
25820187796.56,4.444701671600342,1146975872,565,1,1,20260115,002153,1,0
7797430194.4,4.416906356811523,344355472,570,1,0,20260115,002218,1,0
7916324172.9,25.261680603027344,1895230992,619,0,0,20260115,002264,1,0
12436892932.32,34.73947525024414,3944762432,601,0,0,20260115,002446,1,0
25846844001.960003,2.058134078979492,519128816,832,0,0,20260115,002545,1,0
6273647311.68,12.487982749938965,770283216,584,1,1,20260115,002546,1,0
5213869752.75,0.9052332639694214,47197684,565,1,0,20260115,002554,1,0
13066650122.68,6.626421451568604,828094304,863,0,0,20260115,002636,1,0
7501133675.25,3.160991668701172,237110214,565,1,0,20260115,002707,1,0
2262866620.8,7.1946330070495605,160601874,625,0,0,20260115,002775,1,0
3574756624.5,6.381889820098877,221196773,599,1,0,20260115,002787,1,0
8994474018.5,14.249366760253906,1249220976,823,0,3,20260115,002796,1,0
3949056000.0,6.9876861572265625,265123412,841,0,0,20260115,002836,1,0
5138368594.26,23.01985740661621,1130541632,789,0,0,20260115,002842,1,0
6800063732.4,8.234548568725586,540178448,842,0,1,20260115,002919,1,0
3346867747.1000004,20.854455947875977,669542672,591,1,0,20260115,300452,1,0
7406605310.099999,12.457502365112305,920562352,565,1,2,20260115,300758,1,0
4697614067.6,37.96342086791992,1599559968,832,0,0,20260115,301348,1,0
3458740751.64,39.49805450439453,1244825440,867,0,1,20260115,301629,1,0
13581108708.37,1.6139533519744873,219192761,565,1,0,20260115,600058,1,0
4069075295.04,6.557466983795166,256958293,798,0,2,20260115,600302,1,0
10860993000.0,7.074002742767334,747668848,817,0,8,20260115,600389,1,0
26776400158.86,3.266432523727417,874633024,565,1,0,20260115,600410,1,0
4569121200.0,8.348103523254395,376765824,577,1,3,20260115,600520,1,0
25523584732.8,11.3743257522583,2678836000,869,0,0,20260115,600550,1,0
6191416000.0,12.949984550476074,777131184,783,0,0,20260115,600593,1,0
15662121250.56,6.380313873291016,992028896,570,1,2,20260115,600662,1,0
8500561085.219999,1.842735290527344,152112201,581,1,0,20260115,600708,1,0
5570764399.999999,8.922529220581055,489412288,579,1,3,20260115,600725,1,0
3860551200.8,12.68972873687744,486032912,565,1,4,20260115,600785,1,0
29230163014.14,14.001919746398926,4040111152,574,1,9,20260115,601208,1,0
69679546997.1,3.119926691055298,2084996000,848,0,7,20260115,601231,1,0
5085181169.25,7.511935234069824,372654480,580,1,0,20260115,601366,1,0
34088455256.48,21.771108627319336,7330434560,571,1,18,20260115,603000,1,0
3315217397.5800004,5.61367654800415,182047634,575,1,0,20260115,603023,1,0
17226131671.260002,0.1494733244180679,25748472,565,1,0,20260115,603056,1,0
2964235575.0,5.452004909515381,159208715,578,1,1,20260115,603161,1,0
3114172718.64,11.239886283874512,344415904,601,0,14,20260115,603320,1,0
23051140066.56,4.464298248291016,997976560,833,0,0,20260115,603360,1,0
3012906770.56,24.69650077819824,723637072,683,0,0,20260115,603402,1,0
36843824344.48,6.41743278503418,2247755728,787,0,0,20260115,603650,1,0
9844928307.81,8.270145416259766,776032112,838,0,0,20260115,603938,1,0
5210800000.0,8.870543479919434,456696816,571,1,2,20260115,605287,1,0
7795200000.0,8.602575302124023,645773984,828,0,0,20260115,605580,1,0
